,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtQual,KitchenQual,ExterQual
617,6,832,2,528,832,832,1,4,1954,1954,1962.0,0.0,0,2,3,2,3
618,9,1828,3,774,1822,1828,2,9,2007,2007,2007.0,452.0,1,0,0,2,0
619,8,2262,3,749,1482,1482,2,10,2003,2003,2003.0,226.0,2,0,2,2,2
620,3,864,0,0,864,864,1,5,1914,1950,,0.0,0,4,3,3,3
621,6,2614,2,624,1522,1548,2,9,1974,1997,1974.0,0.0,1,4,3,3,3
622,5,980,2,484,980,980,1,6,1977,1977,1986.0,153.0,0,4,3,3,3
623,6,1512,2,440,756,756,2,4,2000,2000,2000.0,513.0,1,0,2,2,2
624,6,1790,2,484,732,1012,1,8,1972,1972,1972.0,288.0,1,2,3,3,3
625,6,1116,2,440,1116,1116,1,5,1962,1962,1962.0,261.0,0,4,3,3,3
626,5,1422,1,286,978,1422,1,6,1960,1978,1960.0,0.0,1,4,3,3,3
627,6,1520,1,364,1156,1520,1,7,1955,1972,1955.0,164.0,2,0,3,3,3
628,5,2080,2,504,1040,1040,1,9,1969,1969,1969.0,192.0,2,4,2,1,3
629,6,1350,2,520,1248,1350,1,6,1964,1964,1964.0,259.0,0,4,3,3,3
630,5,1750,1,240,636,1089,1,8,1880,1991,1937.0,0.0,0,4,1,0,3
631,8,1554,2,627,1554,1554,2,6,2006,2006,2006.0,108.0,1,0,2,2,2
632,7,1411,2,544,1386,1411,2,6,1977,1977,1977.0,209.0,1,4,3,3,3
633,5,1056,1,260,1056,1056,1,6,1954,2005,1954.0,0.0,0,4,3,3,3
634,6,1056,2,576,1056,1056,0,4,1980,1980,1980.0,0.0,0,2,3,3,3
635,6,3395,0,0,1440,1440,2,14,1914,1995,,0.0,0,0,3,1,1
636,2,800,0,0,264,800,1,4,1936,1950,,0.0,1,1,3,1,1
637,5,1387,1,256,811,811,2,7,1954,1954,1954.0,0.0,0,4,3,2,3
638,5,796,0,0,796,796,1,4,1910,1950,,0.0,0,2,1,3,3
639,8,1567,3,648,1520,1567,2,7,2006,2006,2006.0,0.0,1,0,2,0,2
640,8,1518,2,588,1518,1518,1,6,2003,2004,2003.0,472.0,1,0,0,0,0
641,7,1929,2,650,1057,1057,2,7,2001,2001,2001.0,0.0,1,0,2,2,2
642,8,2704,2,538,1952,2000,2,9,1972,1995,1972.0,0.0,3,2,2,0,2
643,5,1620,2,462,780,780,2,7,1969,1969,1969.0,263.0,0,0,3,3,3
644,9,1766,3,478,1766,1766,2,7,2009,2009,2009.0,162.0,1,0,0,0,0
645,6,981,2,576,981,981,1,5,1971,1971,1979.0,0.0,0,4,3,3,3
646,5,1048,2,420,0,1048,1,7,1950,1950,1950.0,0.0,0,2,-1,3,3
647,6,1094,2,495,1094,1094,1,5,1953,1953,1953.0,216.0,2,0,3,3,3
648,6,1839,2,442,756,1051,1,7,1966,1966,1966.0,351.0,1,4,3,3,3
649,4,630,0,0,630,630,1,3,1970,1970,,0.0,0,2,2,3,3
650,7,1665,2,562,813,822,2,7,2007,2007,2007.0,,0,0,2,2,2
651,4,1510,1,296,755,755,1,7,1940,1950,1940.0,0.0,1,4,3,3,3
652,7,1716,2,512,880,909,2,7,1996,1996,1996.0,0.0,1,0,2,2,2
653,6,1469,1,216,756,756,1,7,1906,1995,1906.0,0.0,0,0,3,3,3
654,8,2113,3,839,2109,2113,2,7,1995,1995,1995.0,660.0,1,0,2,2,2
655,6,1092,1,264,525,525,1,6,1971,1971,1971.0,381.0,0,4,3,3,3
656,5,1053,1,312,1053,1053,1,5,1959,2006,1959.0,54.0,0,0,3,2,2
657,7,1502,1,270,776,851,1,6,1931,2000,1931.0,0.0,1,4,2,3,3
658,6,1458,1,330,912,912,1,6,1948,1950,1948.0,0.0,1,4,3,3,3
659,5,1486,2,480,1486,1486,1,7,1964,1999,1968.0,0.0,0,0,3,3,3
660,7,1935,2,550,793,1142,2,7,1976,1976,1976.0,233.0,1,4,2,3,3
661,8,2448,3,711,1629,1686,2,8,1994,2005,1994.0,528.0,1,0,2,2,2
662,6,1392,2,576,1392,1392,1,5,1968,1968,1968.0,216.0,2,2,1,3,3
663,4,1181,2,588,1138,1181,2,6,1972,1972,1974.0,0.0,0,4,2,3,3
664,8,2097,3,1134,2077,2097,1,8,2005,2006,2005.0,0.0,1,0,0,0,2
665,8,1936,2,504,1406,1454,2,7,2000,2000,2000.0,40.0,1,0,2,2,2
666,6,2380,2,596,1021,1465,2,7,1965,1979,1965.0,113.0,1,4,2,3,3
667,6,1679,2,575,1408,1679,2,7,1994,1998,1994.0,258.0,1,0,2,2,3
668,5,1437,2,576,1188,1437,1,6,1956,1987,1999.0,0.0,1,2,3,3,3
669,4,1180,1,252,700,1180,1,5,1922,1950,1922.0,0.0,1,0,1,1,3
670,6,1476,2,540,738,738,2,7,2005,2005,2005.0,0.0,0,0,2,2,2
671,6,1369,1,300,672,697,2,6,1925,1950,1930.0,0.0,0,4,3,3,3
672,6,1208,2,546,1208,1208,1,6,1977,1977,1977.0,0.0,1,4,2,3,2
673,6,1839,2,416,1477,1839,2,7,1957,2004,1957.0,106.0,2,0,3,2,3
674,6,1136,1,384,1136,1136,1,5,1965,1965,1965.0,0.0,1,4,3,3,3
675,6,1441,2,440,855,855,2,7,1978,1978,1978.0,0.0,1,4,3,3,3
676,4,1774,3,779,1095,1095,2,8,1900,1950,1920.0,0.0,0,1,3,3,3
677,5,792,1,240,768,792,1,5,1924,2006,1924.0,0.0,0,0,3,2,2
678,8,2046,3,834,2046,2046,2,7,2008,2008,2008.0,464.0,1,0,0,2,2
679,5,988,2,572,988,988,1,5,1961,1961,1963.0,57.0,0,4,3,3,3
680,6,923,1,264,923,923,2,5,1980,1980,1980.0,0.0,1,4,2,3,3
681,5,1520,1,281,793,848,1,6,1932,2000,1968.0,0.0,0,0,3,3,3
682,6,1291,2,431,1291,1291,1,6,1996,1997,1996.0,0.0,1,0,2,2,3
683,9,1668,3,702,1626,1668,2,7,2002,2002,2002.0,215.0,1,0,2,2,2
684,7,1839,2,486,1195,1195,2,7,1998,1998,1998.0,30.0,0,2,2,3,2
685,7,2090,2,577,1190,1190,2,6,1984,1984,1984.0,0.0,1,2,2,2,2
686,7,1761,2,578,874,874,3,7,2007,2007,2007.0,0.0,0,0,2,2,2
687,7,1102,2,480,551,551,2,4,2004,2004,2004.0,0.0,0,0,2,2,2
688,8,1419,2,567,1419,1419,2,7,2007,2007,2007.0,0.0,1,0,2,2,2
689,6,1362,2,460,1362,1362,2,6,2005,2006,2005.0,256.0,1,0,2,2,2
690,6,848,2,420,848,848,1,3,2004,2004,2004.0,147.0,1,0,2,2,2
691,10,4316,3,832,2444,2444,3,10,1994,1995,1994.0,1170.0,2,0,0,0,0
692,7,2519,2,628,1210,1238,2,9,1989,1990,1989.0,293.0,2,0,2,2,2
693,5,1073,1,326,1073,1073,1,4,1921,1968,1968.0,0.0,0,0,3,3,3
694,5,1539,2,576,927,1067,1,5,1936,1950,1995.0,0.0,0,4,3,3,3
695,6,1137,2,551,1112,1137,2,5,1987,1987,1987.0,72.0,1,2,2,2,3
696,5,616,1,205,616,616,1,4,1921,1950,1921.0,0.0,0,2,3,3,3
697,5,1148,1,308,980,1148,1,6,1952,1952,1952.0,0.0,0,1,0,3,3
698,5,894,1,336,894,894,1,5,1965,2009,1973.0,0.0,1,0,3,3,3
699,7,1391,2,530,1391,1391,2,5,2004,2004,2004.0,0.0,0,0,2,2,2
700,8,1800,3,765,1800,1800,2,7,2002,2002,2002.0,630.0,1,0,0,2,2
701,7,1164,2,528,1164,1164,1,6,1969,1969,1969.0,168.0,0,4,3,3,3
702,8,2576,3,666,1234,1264,2,10,2006,2006,2006.0,466.0,1,0,0,0,0
703,5,1812,2,672,360,1032,2,8,1900,1996,1999.0,0.0,1,2,2,2,3
704,7,1484,2,606,1473,1484,2,7,2004,2005,2004.0,109.0,0,0,2,2,2
705,4,1092,0,0,0,372,2,7,1930,1950,,0.0,0,1,-1,1,1
706,7,1824,2,739,1643,1824,2,5,1971,2002,1971.0,351.0,2,4,2,2,3
707,8,1324,2,550,1324,1324,2,6,2006,2006,2006.0,176.0,1,0,2,2,2
708,7,1456,2,400,728,728,2,8,2007,2007,2007.0,0.0,1,0,2,2,2
709,5,904,1,408,876,904,1,6,1966,1966,1966.0,41.0,0,4,3,3,3
710,3,729,0,0,270,729,1,5,1935,2003,,0.0,0,2,3,3,2
711,4,1178,1,384,859,859,1,7,1900,1950,1964.0,0.0,0,2,3,3,3
712,8,1228,2,472,1228,1228,2,5,1988,1989,1988.0,0.0,1,2,2,2,2
713,4,960,2,576,960,960,1,6,1970,1970,1970.0,160.0,0,4,3,3,3
714,6,1479,2,475,725,725,2,6,1976,2005,1976.0,289.0,0,0,3,2,2
715,6,1350,2,478,1064,1350,2,7,1974,1974,1974.0,174.0,1,4,2,3,3
716,7,2554,2,704,718,1576,1,8,1890,1998,1996.0,0.0,0,0,3,3,3
717,5,1178,2,439,1176,1178,1,5,1973,2000,1973.0,0.0,1,2,2,2,3
718,7,2418,3,983,1311,1325,2,9,1993,1994,1993.0,651.0,1,0,2,2,2
719,5,971,1,300,971,971,1,5,1969,1969,1969.0,0.0,1,4,2,3,3
720,8,1742,2,564,1742,1742,2,5,1985,1985,1985.0,0.0,1,4,2,2,2
721,6,848,2,420,848,848,1,3,2004,2004,2004.0,169.0,0,0,2,2,2
722,4,864,2,463,864,864,1,5,1970,1970,1994.0,0.0,0,0,3,3,3
723,4,1470,1,548,941,997,2,7,1954,1972,1958.0,0.0,0,0,3,3,3
724,9,1698,3,768,1698,1698,2,8,2007,2008,2007.0,340.0,1,0,0,0,0
725,4,864,2,660,864,864,1,5,1970,1970,1989.0,0.0,0,4,3,2,3
726,6,1680,2,540,880,1680,2,5,1988,2007,1988.0,260.0,1,0,2,2,2
727,7,1232,2,632,1232,1232,2,6,2007,2007,2007.0,82.0,0,0,2,2,2
728,5,1776,3,888,1584,1776,2,9,1958,1958,1968.0,95.0,0,4,3,3,3
729,4,1208,2,539,780,848,1,5,1925,1950,1962.0,0.0,0,4,3,3,3
730,8,1616,2,608,1595,1616,2,5,1995,1996,1995.0,0.0,1,0,2,2,2
731,7,1146,2,438,868,1146,2,6,2003,2003,2003.0,442.0,1,0,0,2,2
732,7,2031,2,541,1153,1153,2,8,1998,1999,1998.0,202.0,1,0,2,2,2
733,5,1144,1,264,864,1144,1,6,1961,1983,1961.0,0.0,1,0,3,3,3
734,5,948,1,300,948,948,1,6,1968,1968,1968.0,0.0,0,4,3,3,3
735,7,1768,2,320,880,880,1,6,1914,1970,1914.0,0.0,2,1,2,3,3
736,3,1040,2,400,0,1040,2,6,1950,1950,1949.0,0.0,0,2,-1,3,3
737,8,1801,3,800,893,901,2,8,2005,2005,2005.0,0.0,1,0,2,2,2
738,5,1200,0,0,1200,1200,3,5,1987,1988,,0.0,0,4,2,3,3
739,7,1728,2,572,864,864,2,7,2004,2004,2004.0,0.0,0,0,2,2,2
740,5,1432,2,360,264,768,2,7,1910,2002,1910.0,0.0,0,0,1,3,3
741,6,912,1,288,912,912,1,5,1961,1996,1962.0,0.0,0,2,3,2,3
742,7,1349,2,539,1349,1349,2,6,2000,2001,2000.0,108.0,0,0,2,3,3
743,5,1464,2,480,520,1464,2,6,1963,1999,1997.0,0.0,1,0,2,3,3
744,8,1337,2,462,1337,1337,2,5,1993,1993,1993.0,0.0,1,2,2,2,2
745,8,2715,2,831,1142,1175,3,11,1976,1996,1994.0,289.0,2,0,3,2,0
746,7,2256,2,554,952,980,2,8,2000,2000,2000.0,0.0,1,0,2,2,2
747,7,2640,4,864,1240,1320,1,8,1880,2003,1950.0,0.0,1,4,3,2,2
748,7,1720,2,527,1720,1720,2,7,1996,1996,1996.0,338.0,1,0,2,2,2
749,4,1529,1,240,0,1088,2,9,1945,1950,1945.0,0.0,0,4,-1,3,3
750,4,1140,0,0,576,792,1,7,1910,2004,,0.0,0,2,3,3,3
751,7,1320,2,400,660,660,2,6,2003,2003,2003.0,0.0,0,0,2,2,2
752,6,1494,2,576,1479,1494,2,6,1997,1997,1997.0,0.0,0,0,2,2,3
753,8,2098,3,878,1030,1038,2,8,2005,2005,2005.0,178.0,1,2,2,0,2
754,6,1026,2,440,1026,1026,1,5,1969,2005,1969.0,0.0,0,2,3,2,3
755,6,1471,2,440,729,742,2,6,1999,1999,1999.0,894.0,0,2,2,3,3
756,8,1768,2,578,866,866,2,7,2007,2007,2007.0,0.0,0,0,2,2,2
757,6,1386,2,440,672,672,2,6,1978,1978,1978.0,328.0,1,4,3,3,3
758,7,1501,2,440,744,757,2,6,1999,1999,1999.0,360.0,0,2,2,3,3
759,8,2531,3,752,1318,1328,2,9,1995,1995,1995.0,513.0,1,0,2,2,2
760,6,864,1,300,864,864,1,5,1959,1959,2008.0,0.0,0,0,3,3,3
761,5,1301,2,440,1145,1301,1,5,1924,1950,1965.0,0.0,0,4,3,1,3
762,7,1547,2,614,756,764,2,7,2009,2009,2009.0,0.0,0,0,2,2,3
763,8,2365,3,856,1252,1268,2,8,1999,1999,1999.0,673.0,1,0,2,2,2
764,8,1494,2,481,1494,1494,1,6,1995,1996,1995.0,0.0,1,0,2,0,2
765,9,1506,2,592,1498,1506,2,6,2008,2008,2008.0,284.0,1,0,2,0,2
766,7,1714,2,496,980,980,2,7,1988,1988,1988.0,42.0,1,4,2,3,3
767,6,1750,1,423,983,983,2,7,1940,1985,1989.0,0.0,0,0,2,3,3
768,7,1836,2,484,1860,1836,2,8,2004,2005,2004.0,0.0,1,0,2,2,2
769,8,3279,3,841,1650,1690,3,12,2003,2003,2003.0,603.0,1,0,2,0,0
770,5,858,2,576,858,858,1,5,1982,1982,1983.0,0.0,0,4,2,3,3
771,4,1220,2,396,836,1220,1,6,1951,1951,1951.0,0.0,0,4,1,3,3
772,6,1117,2,672,1029,1117,1,6,1976,1976,1976.0,0.0,1,4,3,3,3
773,5,912,1,275,912,912,1,5,1958,1958,1958.0,1.0,0,0,3,3,3
774,8,1973,3,895,1935,1973,2,9,2006,2006,2006.0,375.0,1,2,2,2,2
775,6,1204,2,412,1204,1204,2,5,1998,1998,1998.0,320.0,0,0,0,3,3
776,7,1614,3,865,1614,1614,2,7,2005,2006,2005.0,240.0,0,0,2,2,2
777,5,894,2,440,864,894,1,5,1974,1974,1974.0,0.0,1,4,3,3,3
778,5,2020,2,630,0,2020,2,10,1977,1977,1977.0,320.0,2,4,-1,3,3
779,6,1004,2,504,975,1004,1,4,1977,1977,1977.0,90.0,0,4,2,3,3
780,7,1253,2,402,1237,1253,2,6,1995,1996,1995.0,38.0,1,2,2,3,3
781,6,1603,2,484,761,810,2,7,1992,1992,1992.0,0.0,0,0,2,2,2
782,7,1430,2,605,1413,1430,2,6,2001,2002,2001.0,0.0,0,0,2,2,2
783,5,1110,2,602,1097,1110,1,4,1978,1978,1978.0,104.0,1,0,2,2,3
784,6,1484,0,0,742,742,2,9,1914,2001,,0.0,1,0,3,3,3
785,6,1342,2,457,1372,1342,2,7,1967,1967,1967.0,0.0,1,4,3,3,3
786,5,1652,1,416,686,966,2,7,1915,1950,1961.0,0.0,0,4,1,3,3
787,7,2084,2,618,956,956,2,8,2004,2004,2004.0,0.0,0,0,2,2,2
788,4,901,1,281,901,901,1,4,1954,2000,1954.0,0.0,0,0,3,3,3
789,6,2087,2,444,832,976,2,9,1966,2007,1966.0,157.0,0,2,3,2,3
790,7,1145,2,397,1145,1145,2,5,2005,2006,2005.0,11.0,1,0,2,2,2
791,6,1062,2,539,1029,1062,1,5,1976,1976,1976.0,0.0,2,4,2,3,3
792,7,2013,2,455,1117,1127,2,8,1996,1997,1997.0,0.0,1,0,2,3,2
793,8,1496,2,474,1496,1496,2,7,2007,2007,2007.0,140.0,0,0,2,2,2
794,7,1895,2,409,712,1086,2,7,1994,1996,1994.0,0.0,1,0,2,2,2
795,6,1564,2,476,650,888,2,7,1980,1981,1980.0,130.0,1,4,2,3,3
796,6,1285,2,528,660,1285,1,7,1977,1977,1977.0,148.0,1,0,3,3,3
797,5,773,1,240,773,773,1,4,1953,1953,1953.0,0.0,0,2,3,3,3
798,9,3140,3,820,1926,1966,3,11,2008,2009,2009.0,860.0,2,0,0,0,0
799,5,1768,1,240,731,981,1,7,1937,1950,1939.0,252.0,2,0,2,2,3
800,6,1688,2,603,616,616,2,8,1997,1997,1997.0,0.0,0,2,2,2,3
801,4,1196,2,440,1196,1196,1,5,1916,1990,1957.0,0.0,0,0,3,3,3
802,7,1456,2,410,728,728,2,7,2005,2005,2005.0,0.0,1,0,2,2,2
803,9,2822,3,1020,1734,1734,3,12,2008,2009,2009.0,424.0,1,0,0,0,0
804,5,1128,1,286,936,1128,1,5,1954,1954,1954.0,0.0,0,4,3,3,3
805,7,1428,2,554,1417,1428,2,6,2008,2008,2008.0,256.0,0,0,2,0,2
806,5,980,1,384,980,980,2,6,1967,1967,1967.0,0.0,0,2,3,3,3
807,5,1576,2,528,1324,1072,1,6,1923,2004,1923.0,0.0,1,0,3,2,3
808,5,1086,2,484,1024,1086,1,6,1966,1966,1966.0,1047.0,1,4,3,3,3
809,5,2138,2,360,849,1075,2,11,1898,1965,1910.0,0.0,0,4,3,3,3
810,6,1309,2,484,1040,1309,1,5,1974,1999,1974.0,99.0,1,1,3,2,3
811,6,848,2,420,848,848,1,4,2004,2004,2004.0,169.0,1,0,2,2,2
812,5,1044,2,504,540,1044,1,4,1952,1952,1952.0,0.0,0,4,3,1,1
813,6,1442,1,301,1442,1442,1,7,1958,1958,1958.0,243.0,0,2,3,3,3
814,5,1250,1,280,686,686,1,7,1918,1950,1955.0,0.0,0,2,3,1,3
815,7,1661,2,598,1649,1661,2,6,1998,1998,1998.0,442.0,0,0,2,2,3
816,5,1008,1,275,1008,1008,1,4,1954,1954,1954.0,0.0,1,2,3,3,3
817,8,1689,3,857,1568,1689,2,7,2002,2002,2002.0,148.0,2,0,2,2,2
818,6,1052,2,440,1010,1052,1,6,1971,1971,1971.0,80.0,0,2,3,3,3
819,7,1358,2,484,1358,1358,2,6,2009,2010,2010.0,128.0,1,0,2,2,2
820,7,1640,2,595,798,798,2,6,2003,2003,2003.0,0.0,0,0,2,2,2
821,4,936,2,576,936,936,1,4,1953,1953,1974.0,0.0,0,4,1,3,1
822,7,1733,2,433,847,847,2,7,2003,2003,2003.0,0.0,1,0,2,2,2
823,6,1489,1,240,778,944,2,7,1940,1950,1940.0,0.0,1,4,3,3,3
824,8,1489,2,776,1489,1489,2,7,2006,2006,2006.0,0.0,1,0,2,2,2
825,10,2084,3,1220,2078,2084,2,7,2007,2008,2007.0,816.0,1,0,0,0,0
826,5,784,0,0,784,784,1,5,1924,1950,,0.0,0,2,3,2,3
827,7,1434,2,527,1454,1434,2,6,2001,2001,2001.0,0.0,1,0,2,2,2
828,5,2126,2,538,1013,1160,2,7,1967,1967,1967.0,0.0,0,4,3,3,3
829,7,1223,2,480,600,520,2,4,2005,2005,2005.0,0.0,0,0,2,2,2
830,6,1392,2,458,1392,1392,1,6,1957,1957,1957.0,387.0,2,4,3,3,3
831,7,1200,2,480,600,520,2,4,2005,2005,2005.0,0.0,0,0,2,2,3
832,7,1829,2,613,941,941,2,7,2003,2003,2003.0,223.0,1,0,2,2,2
833,6,1516,2,472,1516,1516,1,6,1964,1964,1964.0,180.0,0,4,3,3,3
834,5,1144,2,456,1144,1144,1,6,1961,1961,1961.0,136.0,0,2,3,3,3
835,4,1067,2,436,1067,1067,2,4,1950,1995,1996.0,0.0,0,4,2,2,3
836,5,1559,2,812,1559,1559,1,5,1948,1973,1948.0,0.0,0,2,3,3,3
837,6,987,1,264,483,483,1,5,1973,1973,1973.0,158.0,0,4,3,3,3
838,5,1099,1,352,1099,1099,1,6,1995,2006,1999.0,0.0,0,0,2,2,3
839,5,1200,1,240,768,768,1,6,1946,1995,1946.0,0.0,0,0,3,3,3
840,6,1482,1,400,672,810,2,7,1925,1950,1934.0,0.0,0,4,3,1,3
841,5,1539,2,686,650,958,2,8,1904,2002,1983.0,0.0,1,2,3,2,3
842,6,1165,2,490,1127,1165,1,6,1966,1966,1966.0,183.0,0,4,3,3,3
843,5,1800,0,0,1800,1800,2,10,1961,1961,,0.0,0,0,3,3,3
844,5,1416,3,720,876,876,1,7,1915,1950,1949.0,0.0,1,2,3,3,3
845,5,1701,2,611,1390,1701,2,6,1975,1981,1975.0,0.0,2,4,2,3,3
846,7,1775,2,425,740,1006,2,7,1993,1993,1993.0,137.0,1,0,2,2,2
847,5,864,1,338,864,864,1,5,1972,1972,1972.0,0.0,1,0,3,3,3
848,6,2358,2,360,907,1307,3,10,1908,1997,1908.0,0.0,1,4,3,3,3
849,6,1855,2,512,528,1094,2,7,1976,1994,1976.0,360.0,1,0,3,3,2
850,6,848,2,420,848,848,1,3,2003,2003,2003.0,170.0,0,0,2,2,2
851,8,1456,2,400,1273,1456,2,7,2003,2003,2003.0,40.0,1,0,2,2,2
852,7,1646,1,240,918,918,2,7,1941,1950,1941.0,0.0,2,2,3,3,3
853,6,1445,2,645,1127,1445,1,7,1964,1964,1964.0,115.0,1,4,3,3,3
854,5,1779,2,454,1763,1779,1,6,1955,1974,1955.0,0.0,1,4,3,3,3
855,5,1040,1,260,1040,1040,1,6,1962,2010,1962.0,0.0,0,0,3,3,3
856,6,1026,2,576,940,1026,1,5,1978,1978,1981.0,0.0,0,4,2,3,3
857,6,1481,2,343,702,702,2,6,1994,1995,1994.0,0.0,1,2,2,3,3
858,7,1370,2,479,1090,1370,2,6,1976,1976,1976.0,189.0,1,4,2,3,3
859,6,2654,2,619,1054,1512,2,9,1968,1984,1968.0,220.0,1,4,3,2,3
860,7,1426,1,216,912,912,1,7,1918,1998,1925.0,0.0,1,2,3,2,2
861,5,1039,2,504,1039,1039,1,6,1965,1965,1965.0,0.0,0,0,3,3,3
862,6,1097,2,480,1040,1097,2,6,1984,1985,1986.0,0.0,0,4,2,3,3
863,5,1148,1,672,1148,1148,1,6,1959,1959,1959.0,0.0,0,4,3,3,3
864,7,1372,2,529,1372,1372,2,6,2007,2008,2008.0,0.0,0,0,0,2,2
865,5,1002,2,902,1002,1002,1,5,1970,1970,1973.0,76.0,0,4,3,3,3
866,8,1646,3,870,1638,1646,2,6,2006,2007,2007.0,274.0,1,0,2,2,2
867,4,1120,2,544,1040,1120,1,5,1961,1961,1961.0,0.0,0,4,3,1,3
868,5,2320,2,672,0,1547,2,7,1948,1950,1979.0,0.0,1,2,-1,3,3
869,7,1949,2,574,1050,1062,2,8,1993,1994,1993.0,246.0,1,0,2,2,2
870,5,894,1,308,894,894,1,5,1962,1962,1962.0,0.0,0,2,3,3,3
871,6,1682,2,523,804,804,2,7,1998,1998,1998.0,116.0,0,0,2,2,3
872,5,910,2,414,105,910,1,5,1953,1996,1953.0,0.0,0,2,3,2,2
873,5,1268,1,288,832,1036,1,6,1949,1950,1949.0,0.0,1,2,3,3,2
874,5,1131,1,200,676,676,1,5,1941,1950,1941.0,0.0,0,0,3,3,3
875,8,2610,2,550,1184,1184,2,11,2007,2007,2007.0,0.0,1,0,2,0,2
876,4,1040,2,648,1064,1040,1,5,1963,1963,1963.0,0.0,0,2,3,3,3
877,9,2224,3,738,1462,1462,2,10,2004,2005,2004.0,216.0,1,0,0,0,2
878,5,1155,2,576,1109,1155,1,6,1961,1995,1987.0,0.0,0,4,3,2,3
879,5,864,1,336,864,864,1,6,1978,2005,1978.0,90.0,0,0,3,3,2
880,5,1090,2,450,1090,1090,1,5,2005,2006,2005.0,0.0,0,2,0,3,3
881,7,1717,2,400,1156,1187,2,7,1990,1991,1990.0,117.0,1,0,2,2,2
882,6,1593,2,389,808,808,2,7,1992,1993,1993.0,0.0,1,2,2,3,3
883,4,2230,1,440,795,954,1,10,1912,1950,1997.0,0.0,0,4,3,3,2
884,5,892,1,288,892,892,1,5,1967,1967,1967.0,60.0,0,4,3,3,3
885,9,1709,2,506,1698,1709,2,5,1999,2000,1999.0,60.0,1,0,0,2,2
886,5,1712,2,588,1626,1712,2,8,1959,2005,2005.0,122.0,0,0,3,3,3
887,5,1393,1,300,816,872,1,8,1955,1955,1955.0,0.0,0,4,3,3,3
888,8,2217,2,621,2217,2217,2,8,1970,1970,1970.0,0.0,1,0,3,2,2
889,6,1505,2,505,1505,1505,1,6,1953,1953,1953.0,90.0,1,0,3,3,3
890,5,924,2,576,672,672,1,6,1949,2006,2003.0,0.0,1,0,3,3,3
891,6,1683,2,440,918,918,2,7,1978,1978,1978.0,92.0,1,2,3,3,3
892,6,1068,1,264,1059,1068,1,6,1963,2003,1963.0,0.0,0,4,3,3,3
893,5,1383,1,354,1383,1383,1,6,1954,1954,1954.0,0.0,1,4,2,3,3
894,5,1535,2,400,0,1535,2,8,1979,1979,1979.0,0.0,0,4,-1,3,3
895,6,1796,2,483,780,983,1,8,1963,1963,1963.0,415.0,1,4,3,3,3
896,4,951,1,327,951,951,1,6,1936,1950,1936.0,0.0,0,0,3,3,3
897,5,2240,2,528,0,1120,2,12,1979,1979,1979.0,0.0,0,4,-1,3,3
898,9,2364,3,820,2330,2364,2,11,2009,2010,2009.0,760.0,2,0,0,0,0
899,5,1236,1,288,912,1236,1,6,1961,1994,1961.0,0.0,1,4,3,3,3
900,4,858,1,684,858,858,1,4,1971,1971,1979.0,0.0,0,4,3,3,3
901,5,1306,1,756,992,1306,1,5,1957,2000,1968.0,0.0,0,4,3,3,3
902,7,1509,2,393,783,807,2,8,2003,2003,2003.0,0.0,1,0,2,2,2
903,7,1670,3,690,1670,1670,2,7,2006,2006,2006.0,27.0,1,0,2,2,2
904,5,902,1,288,876,902,1,6,1967,1967,1967.0,75.0,0,4,3,3,3
905,5,1063,1,280,1056,1063,1,6,1954,1954,1954.0,110.0,0,4,3,3,3
906,8,1636,3,865,1623,1636,2,8,2006,2006,2006.0,208.0,1,0,2,2,2
907,7,2057,1,180,1017,1020,1,6,1936,1987,1936.0,0.0,1,2,2,2,2
908,5,902,2,484,864,902,1,5,1983,1983,1983.0,0.0,0,4,2,3,3
909,6,1484,2,390,742,742,2,8,2005,2005,2005.0,0.0,1,0,2,2,2
910,5,2274,2,480,1105,1105,2,12,1960,1960,1960.0,361.0,0,4,3,3,3
911,5,1268,1,252,1268,1268,1,5,1977,1989,1978.0,0.0,0,4,2,2,3
912,5,1015,1,450,768,1015,1,6,1925,1950,1925.0,0.0,0,4,3,3,3
913,5,2002,3,871,1001,1001,2,8,1949,1950,1949.0,0.0,0,4,3,3,3
914,6,1224,2,528,612,612,2,4,2009,2009,2009.0,76.0,0,0,2,2,2
915,4,1092,1,286,546,546,1,6,1970,1970,1970.0,80.0,0,1,3,3,3
916,2,480,1,308,480,480,0,4,1949,1950,1958.0,0.0,0,4,3,3,3
917,4,1229,1,284,1134,1229,1,6,1956,1956,1956.0,0.0,0,0,3,3,3
918,7,2127,3,833,1104,912,2,8,1991,1991,1991.0,0.0,1,0,0,2,2
919,6,1414,2,601,1184,1414,1,6,1958,2002,1990.0,0.0,1,0,2,3,0
920,6,1721,2,471,928,936,2,7,1994,1994,1994.0,105.0,0,0,2,2,2
921,5,2200,0,0,1272,1272,2,9,1900,2003,,0.0,0,2,3,3,3
922,6,1316,2,397,1316,1316,2,6,2005,2006,2005.0,0.0,1,0,2,2,2
923,6,1617,2,533,1604,1617,2,5,1993,1994,1993.0,0.0,1,0,2,2,2
924,6,1686,2,612,1686,1686,2,7,1980,1980,1980.0,157.0,1,4,2,3,3
925,5,1126,2,540,1126,1126,2,6,1977,1977,1977.0,0.0,0,4,2,0,3
